Lines/Markers	Lines/Markers	X	X
JHI-Hv50k-2016-354933	JHI-Hv50k-2016-354933	5H	646304994
JHI-Hv50k-2016-354947	JHI-Hv50k-2016-354947	5H	646375883
JHI-Hv50k-2016-354949	JHI-Hv50k-2016-354949	5H	646376127
JHI-Hv50k-2016-354965	JHI-Hv50k-2016-354965	5H	646379409
JHI-Hv50k-2016-354996	JHI-Hv50k-2016-354996	5H	646506327
JHI-Hv50k-2016-35500	JHI-Hv50k-2016-35500	1H	459658571
JHI-Hv50k-2016-355011	JHI-Hv50k-2016-355011	5H	646544161
JHI-Hv50k-2016-355015	JHI-Hv50k-2016-355015	5H	646545152
JHI-Hv50k-2016-355018	JHI-Hv50k-2016-355018	5H	646545682
JHI-Hv50k-2016-35502	JHI-Hv50k-2016-35502	1H	459658785
JHI-Hv50k-2016-355029	JHI-Hv50k-2016-355029	5H	646548473
JHI-Hv50k-2016-355052	JHI-Hv50k-2016-355052	5H	646675416
JHI-Hv50k-2016-35506	JHI-Hv50k-2016-35506	1H	459697707
JHI-Hv50k-2016-355060	JHI-Hv50k-2016-355060	5H	646675870
JHI-Hv50k-2016-35507	JHI-Hv50k-2016-35507	1H	460020744
JHI-Hv50k-2016-355072	JHI-Hv50k-2016-355072	5H	646676531
JHI-Hv50k-2016-355076	JHI-Hv50k-2016-355076	5H	646676691
JHI-Hv50k-2016-355090	JHI-Hv50k-2016-355090	5H	646682924
JHI-Hv50k-2016-355103	JHI-Hv50k-2016-355103	5H	646684491
JHI-Hv50k-2016-355106	JHI-Hv50k-2016-355106	5H	646684812
JHI-Hv50k-2016-355119	JHI-Hv50k-2016-355119	5H	646707942
JHI-Hv50k-2016-355134	JHI-Hv50k-2016-355134	5H	646710237
JHI-Hv50k-2016-355145	JHI-Hv50k-2016-355145	5H	646807521
JHI-Hv50k-2016-355148	JHI-Hv50k-2016-355148	5H	646807948
JHI-Hv50k-2016-355193	JHI-Hv50k-2016-355193	5H	646850705
JHI-Hv50k-2016-355199	JHI-Hv50k-2016-355199	5H	646850958
JHI-Hv50k-2016-35526	JHI-Hv50k-2016-35526	1H	461093561
JHI-Hv50k-2016-355286	JHI-Hv50k-2016-355286	5H	646856906
JHI-Hv50k-2016-355360	JHI-Hv50k-2016-355360	5H	646965493
JHI-Hv50k-2016-355384	JHI-Hv50k-2016-355384	5H	646967377
JHI-Hv50k-2016-355385	JHI-Hv50k-2016-355385	5H	646967484
JHI-Hv50k-2016-355391	JHI-Hv50k-2016-355391	5H	646968077
JHI-Hv50k-2016-355425	JHI-Hv50k-2016-355425	5H	647030360
JHI-Hv50k-2016-355427	JHI-Hv50k-2016-355427	5H	647030601
JHI-Hv50k-2016-355428	JHI-Hv50k-2016-355428	5H	647030717
JHI-Hv50k-2016-355429	JHI-Hv50k-2016-355429	5H	647030837
JHI-Hv50k-2016-355430	JHI-Hv50k-2016-355430	5H	647030838
JHI-Hv50k-2016-355439	JHI-Hv50k-2016-355439	5H	647031764
JHI-Hv50k-2016-355440	JHI-Hv50k-2016-355440	5H	647031807
JHI-Hv50k-2016-355442	JHI-Hv50k-2016-355442	5H	647032219
JHI-Hv50k-2016-355450	JHI-Hv50k-2016-355450	5H	647032528
JHI-Hv50k-2016-355451	JHI-Hv50k-2016-355451	5H	647032535
JHI-Hv50k-2016-355452	JHI-Hv50k-2016-355452	5H	647032737
JHI-Hv50k-2016-355453	JHI-Hv50k-2016-355453	5H	647032885
JHI-Hv50k-2016-355454	JHI-Hv50k-2016-355454	5H	647032895
JHI-Hv50k-2016-355456	JHI-Hv50k-2016-355456	5H	647033171
JHI-Hv50k-2016-355457	JHI-Hv50k-2016-355457	5H	647033391
JHI-Hv50k-2016-355459	JHI-Hv50k-2016-355459	5H	647033425
JHI-Hv50k-2016-355497	JHI-Hv50k-2016-355497	5H	647135966
JHI-Hv50k-2016-355501	JHI-Hv50k-2016-355501	5H	647137125
JHI-Hv50k-2016-35551	JHI-Hv50k-2016-35551	1H	461401473
JHI-Hv50k-2016-355514	JHI-Hv50k-2016-355514	5H	647139194
JHI-Hv50k-2016-355515	JHI-Hv50k-2016-355515	5H	647139239
JHI-Hv50k-2016-355516	JHI-Hv50k-2016-355516	5H	647139369
JHI-Hv50k-2016-355568	JHI-Hv50k-2016-355568	5H	647326753
JHI-Hv50k-2016-355569	JHI-Hv50k-2016-355569	5H	647326950
JHI-Hv50k-2016-355570	JHI-Hv50k-2016-355570	5H	647327056
JHI-Hv50k-2016-355584	JHI-Hv50k-2016-355584	5H	647358442
JHI-Hv50k-2016-355599	JHI-Hv50k-2016-355599	5H	647375037
JHI-Hv50k-2016-355604	JHI-Hv50k-2016-355604	5H	647388673
JHI-Hv50k-2016-355620	JHI-Hv50k-2016-355620	5H	647454177
JHI-Hv50k-2016-355628	JHI-Hv50k-2016-355628	5H	647455043
JHI-Hv50k-2016-355641	JHI-Hv50k-2016-355641	5H	647457994
JHI-Hv50k-2016-355682	JHI-Hv50k-2016-355682	5H	647468408
JHI-Hv50k-2016-355731	JHI-Hv50k-2016-355731	5H	647629197
JHI-Hv50k-2016-355748	JHI-Hv50k-2016-355748	5H	647654793
JHI-Hv50k-2016-35575	JHI-Hv50k-2016-35575	1H	461519245
JHI-Hv50k-2016-355751	JHI-Hv50k-2016-355751	5H	647654833
JHI-Hv50k-2016-355756	JHI-Hv50k-2016-355756	5H	647655643
JHI-Hv50k-2016-355757	JHI-Hv50k-2016-355757	5H	647655736
JHI-Hv50k-2016-355798	JHI-Hv50k-2016-355798	5H	648000803
JHI-Hv50k-2016-355803	JHI-Hv50k-2016-355803	5H	648001035
JHI-Hv50k-2016-355824	JHI-Hv50k-2016-355824	5H	648003472
JHI-Hv50k-2016-355830	JHI-Hv50k-2016-355830	5H	648003763
JHI-Hv50k-2016-355845	JHI-Hv50k-2016-355845	5H	648004505
JHI-Hv50k-2016-355863	JHI-Hv50k-2016-355863	5H	648005638
JHI-Hv50k-2016-355888	JHI-Hv50k-2016-355888	5H	648014374
JHI-Hv50k-2016-355889	JHI-Hv50k-2016-355889	5H	648014465
JHI-Hv50k-2016-355909	JHI-Hv50k-2016-355909	5H	648094167
JHI-Hv50k-2016-355911	JHI-Hv50k-2016-355911	5H	648095980
JHI-Hv50k-2016-355939	JHI-Hv50k-2016-355939	5H	648410441
JHI-Hv50k-2016-355987	JHI-Hv50k-2016-355987	5H	648432738
JHI-Hv50k-2016-355988	JHI-Hv50k-2016-355988	5H	648432827
JHI-Hv50k-2016-355990	JHI-Hv50k-2016-355990	5H	648433271
JHI-Hv50k-2016-35602	JHI-Hv50k-2016-35602	1H	461524275
JHI-Hv50k-2016-35609	JHI-Hv50k-2016-35609	1H	461568531
JHI-Hv50k-2016-356128	JHI-Hv50k-2016-356128	5H	648513776
JHI-Hv50k-2016-356158	JHI-Hv50k-2016-356158	5H	648531610
JHI-Hv50k-2016-356174	JHI-Hv50k-2016-356174	5H	648533544
JHI-Hv50k-2016-356258	JHI-Hv50k-2016-356258	5H	648559383
JHI-Hv50k-2016-356271	JHI-Hv50k-2016-356271	5H	648639126
JHI-Hv50k-2016-356272	JHI-Hv50k-2016-356272	5H	648639132
JHI-Hv50k-2016-356285	JHI-Hv50k-2016-356285	5H	648717164
JHI-Hv50k-2016-356301	JHI-Hv50k-2016-356301	5H	648721305
JHI-Hv50k-2016-356302	JHI-Hv50k-2016-356302	5H	648721665
JHI-Hv50k-2016-356309	JHI-Hv50k-2016-356309	5H	648722330
JHI-Hv50k-2016-35633	JHI-Hv50k-2016-35633	1H	461595319
JHI-Hv50k-2016-356379	JHI-Hv50k-2016-356379	5H	648982044
JHI-Hv50k-2016-356403	JHI-Hv50k-2016-356403	5H	648986332
JHI-Hv50k-2016-356406	JHI-Hv50k-2016-356406	5H	648986696
JHI-Hv50k-2016-356447	JHI-Hv50k-2016-356447	5H	649176924
JHI-Hv50k-2016-356450	JHI-Hv50k-2016-356450	5H	649177051
JHI-Hv50k-2016-356491	JHI-Hv50k-2016-356491	5H	649188005
JHI-Hv50k-2016-356504	JHI-Hv50k-2016-356504	5H	649189202
JHI-Hv50k-2016-356505	JHI-Hv50k-2016-356505	5H	649189525
JHI-Hv50k-2016-356506	JHI-Hv50k-2016-356506	5H	649190590
JHI-Hv50k-2016-35651	JHI-Hv50k-2016-35651	1H	461700222
JHI-Hv50k-2016-356542	JHI-Hv50k-2016-356542	5H	649211454
JHI-Hv50k-2016-35656	JHI-Hv50k-2016-35656	1H	461704395
JHI-Hv50k-2016-356571	JHI-Hv50k-2016-356571	5H	649228885
JHI-Hv50k-2016-356577	JHI-Hv50k-2016-356577	5H	649229361
JHI-Hv50k-2016-356602	JHI-Hv50k-2016-356602	5H	649232220
JHI-Hv50k-2016-356682	JHI-Hv50k-2016-356682	5H	649404535
JHI-Hv50k-2016-356746	JHI-Hv50k-2016-356746	5H	649616350
JHI-Hv50k-2016-356747	JHI-Hv50k-2016-356747	5H	649616445
JHI-Hv50k-2016-356756	JHI-Hv50k-2016-356756	5H	649618517
JHI-Hv50k-2016-356761	JHI-Hv50k-2016-356761	5H	649619388
JHI-Hv50k-2016-356854	JHI-Hv50k-2016-356854	5H	649657941
JHI-Hv50k-2016-356913	JHI-Hv50k-2016-356913	5H	649724208
JHI-Hv50k-2016-35696	JHI-Hv50k-2016-35696	1H	462113172
JHI-Hv50k-2016-357013	JHI-Hv50k-2016-357013	5H	649916618
JHI-Hv50k-2016-35703	JHI-Hv50k-2016-35703	1H	462118709
JHI-Hv50k-2016-357036	JHI-Hv50k-2016-357036	5H	649974404
JHI-Hv50k-2016-357042	JHI-Hv50k-2016-357042	5H	649975019
JHI-Hv50k-2016-357049	JHI-Hv50k-2016-357049	5H	649975947
JHI-Hv50k-2016-357052	JHI-Hv50k-2016-357052	5H	649976075
JHI-Hv50k-2016-35714	JHI-Hv50k-2016-35714	1H	462188490
JHI-Hv50k-2016-35716	JHI-Hv50k-2016-35716	1H	462188910
JHI-Hv50k-2016-35717	JHI-Hv50k-2016-35717	1H	462189121
JHI-Hv50k-2016-357184	JHI-Hv50k-2016-357184	5H	650309936
JHI-Hv50k-2016-357186	JHI-Hv50k-2016-357186	5H	650310053
JHI-Hv50k-2016-357189	JHI-Hv50k-2016-357189	5H	650310611
JHI-Hv50k-2016-35719	JHI-Hv50k-2016-35719	1H	462189757
JHI-Hv50k-2016-357209	JHI-Hv50k-2016-357209	5H	650318148
JHI-Hv50k-2016-357210	JHI-Hv50k-2016-357210	5H	650318238
JHI-Hv50k-2016-35724	JHI-Hv50k-2016-35724	1H	462190528
JHI-Hv50k-2016-35725	JHI-Hv50k-2016-35725	1H	462190615
JHI-Hv50k-2016-35726	JHI-Hv50k-2016-35726	1H	462191204
JHI-Hv50k-2016-357281	JHI-Hv50k-2016-357281	5H	650459335
JHI-Hv50k-2016-357302	JHI-Hv50k-2016-357302	5H	650461973
JHI-Hv50k-2016-357303	JHI-Hv50k-2016-357303	5H	650462058
JHI-Hv50k-2016-357322	JHI-Hv50k-2016-357322	5H	650560760
JHI-Hv50k-2016-357324	JHI-Hv50k-2016-357324	5H	650561358
JHI-Hv50k-2016-357371	JHI-Hv50k-2016-357371	5H	650589175
JHI-Hv50k-2016-357373	JHI-Hv50k-2016-357373	5H	650590152
JHI-Hv50k-2016-35739	JHI-Hv50k-2016-35739	1H	462588986
JHI-Hv50k-2016-357474	JHI-Hv50k-2016-357474	5H	650722226
JHI-Hv50k-2016-357516	JHI-Hv50k-2016-357516	5H	650752413
JHI-Hv50k-2016-357548	JHI-Hv50k-2016-357548	5H	650754695
JHI-Hv50k-2016-357559	JHI-Hv50k-2016-357559	5H	650755865
JHI-Hv50k-2016-357588	JHI-Hv50k-2016-357588	5H	650946749
JHI-Hv50k-2016-35759	JHI-Hv50k-2016-35759	1H	462900654
JHI-Hv50k-2016-35762	JHI-Hv50k-2016-35762	1H	462900811
JHI-Hv50k-2016-357638	JHI-Hv50k-2016-357638	5H	650970457
JHI-Hv50k-2016-357641	JHI-Hv50k-2016-357641	5H	650971177
JHI-Hv50k-2016-357721	JHI-Hv50k-2016-357721	5H	650998052
JHI-Hv50k-2016-357730	JHI-Hv50k-2016-357730	5H	650998795
JHI-Hv50k-2016-357757	JHI-Hv50k-2016-357757	5H	651010247
JHI-Hv50k-2016-357799	JHI-Hv50k-2016-357799	5H	651049650
JHI-Hv50k-2016-357800	JHI-Hv50k-2016-357800	5H	651049830
JHI-Hv50k-2016-357803	JHI-Hv50k-2016-357803	5H	651050600
JHI-Hv50k-2016-357830	JHI-Hv50k-2016-357830	5H	651129950
JHI-Hv50k-2016-357833	JHI-Hv50k-2016-357833	5H	651129960
JHI-Hv50k-2016-357838	JHI-Hv50k-2016-357838	5H	651130675
JHI-Hv50k-2016-357899	JHI-Hv50k-2016-357899	5H	651149381
JHI-Hv50k-2016-357900	JHI-Hv50k-2016-357900	5H	651149512
JHI-Hv50k-2016-357921	JHI-Hv50k-2016-357921	5H	651203193
JHI-Hv50k-2016-357948	JHI-Hv50k-2016-357948	5H	651206520
JHI-Hv50k-2016-357949	JHI-Hv50k-2016-357949	5H	651206619
JHI-Hv50k-2016-357952	JHI-Hv50k-2016-357952	5H	651207847
JHI-Hv50k-2016-357966	JHI-Hv50k-2016-357966	5H	651212268
JHI-Hv50k-2016-357968	JHI-Hv50k-2016-357968	5H	651213610
JHI-Hv50k-2016-358	JHI-Hv50k-2016-358	1H	291655
JHI-Hv50k-2016-35800	JHI-Hv50k-2016-35800	1H	462930745
JHI-Hv50k-2016-358019	JHI-Hv50k-2016-358019	5H	651253055
JHI-Hv50k-2016-358063	JHI-Hv50k-2016-358063	5H	651254375
JHI-Hv50k-2016-358085	JHI-Hv50k-2016-358085	5H	651257512
JHI-Hv50k-2016-35809	JHI-Hv50k-2016-35809	1H	462931192
JHI-Hv50k-2016-358106	JHI-Hv50k-2016-358106	5H	651264964
JHI-Hv50k-2016-358107	JHI-Hv50k-2016-358107	5H	651265318
JHI-Hv50k-2016-358192	JHI-Hv50k-2016-358192	5H	651485233
JHI-Hv50k-2016-358193	JHI-Hv50k-2016-358193	5H	651485352
JHI-Hv50k-2016-358212	JHI-Hv50k-2016-358212	5H	651487664
JHI-Hv50k-2016-358214	JHI-Hv50k-2016-358214	5H	651487772
JHI-Hv50k-2016-358215	JHI-Hv50k-2016-358215	5H	651487884
JHI-Hv50k-2016-35822	JHI-Hv50k-2016-35822	1H	462998627
JHI-Hv50k-2016-358239	JHI-Hv50k-2016-358239	5H	651495413
JHI-Hv50k-2016-358257	JHI-Hv50k-2016-358257	5H	651501373
JHI-Hv50k-2016-358258	JHI-Hv50k-2016-358258	5H	651501440
JHI-Hv50k-2016-358293	JHI-Hv50k-2016-358293	5H	651515583
JHI-Hv50k-2016-358295	JHI-Hv50k-2016-358295	5H	651515869
JHI-Hv50k-2016-358309	JHI-Hv50k-2016-358309	5H	651517522
JHI-Hv50k-2016-358310	JHI-Hv50k-2016-358310	5H	651517583
JHI-Hv50k-2016-358338	JHI-Hv50k-2016-358338	5H	651620733
JHI-Hv50k-2016-358345	JHI-Hv50k-2016-358345	5H	651626668
JHI-Hv50k-2016-35835	JHI-Hv50k-2016-35835	1H	463013133
JHI-Hv50k-2016-358352	JHI-Hv50k-2016-358352	5H	651629151
JHI-Hv50k-2016-358353	JHI-Hv50k-2016-358353	5H	651629250
JHI-Hv50k-2016-358354	JHI-Hv50k-2016-358354	5H	651629334
JHI-Hv50k-2016-358355	JHI-Hv50k-2016-358355	5H	651629536
JHI-Hv50k-2016-358363	JHI-Hv50k-2016-358363	5H	651911545
JHI-Hv50k-2016-358372	JHI-Hv50k-2016-358372	5H	651918992
JHI-Hv50k-2016-358384	JHI-Hv50k-2016-358384	5H	651946299
JHI-Hv50k-2016-358385	JHI-Hv50k-2016-358385	5H	651947276
JHI-Hv50k-2016-35839	JHI-Hv50k-2016-35839	1H	463250609
JHI-Hv50k-2016-358410	JHI-Hv50k-2016-358410	5H	652086916
JHI-Hv50k-2016-358414	JHI-Hv50k-2016-358414	5H	652087281
JHI-Hv50k-2016-358416	JHI-Hv50k-2016-358416	5H	652087422
JHI-Hv50k-2016-35842	JHI-Hv50k-2016-35842	1H	463250964
JHI-Hv50k-2016-358454	JHI-Hv50k-2016-358454	5H	652212072
JHI-Hv50k-2016-358455	JHI-Hv50k-2016-358455	5H	652212228
JHI-Hv50k-2016-358460	JHI-Hv50k-2016-358460	5H	652242696
JHI-Hv50k-2016-358461	JHI-Hv50k-2016-358461	5H	652243879
JHI-Hv50k-2016-358463	JHI-Hv50k-2016-358463	5H	652244759
JHI-Hv50k-2016-358484	JHI-Hv50k-2016-358484	5H	652368960
JHI-Hv50k-2016-358512	JHI-Hv50k-2016-358512	5H	652383989
JHI-Hv50k-2016-35856	JHI-Hv50k-2016-35856	1H	463258787
JHI-Hv50k-2016-35857	JHI-Hv50k-2016-35857	1H	463258834
JHI-Hv50k-2016-35858	JHI-Hv50k-2016-35858	1H	463258999
JHI-Hv50k-2016-358581	JHI-Hv50k-2016-358581	5H	652794966
JHI-Hv50k-2016-358585	JHI-Hv50k-2016-358585	5H	652795482
JHI-Hv50k-2016-358586	JHI-Hv50k-2016-358586	5H	652795498
JHI-Hv50k-2016-358597	JHI-Hv50k-2016-358597	5H	652878535
JHI-Hv50k-2016-358598	JHI-Hv50k-2016-358598	5H	652878576
JHI-Hv50k-2016-358634	JHI-Hv50k-2016-358634	5H	652928814
JHI-Hv50k-2016-358636	JHI-Hv50k-2016-358636	5H	652929052
JHI-Hv50k-2016-358685	JHI-Hv50k-2016-358685	5H	652970938
JHI-Hv50k-2016-358687	JHI-Hv50k-2016-358687	5H	652972674
JHI-Hv50k-2016-358688	JHI-Hv50k-2016-358688	5H	652973555
JHI-Hv50k-2016-358695	JHI-Hv50k-2016-358695	5H	653045378
JHI-Hv50k-2016-358698	JHI-Hv50k-2016-358698	5H	653046871
JHI-Hv50k-2016-358747	JHI-Hv50k-2016-358747	5H	653396050
JHI-Hv50k-2016-35883	JHI-Hv50k-2016-35883	1H	463317375
JHI-Hv50k-2016-358871	JHI-Hv50k-2016-358871	5H	653609694
JHI-Hv50k-2016-358877	JHI-Hv50k-2016-358877	5H	653610161
JHI-Hv50k-2016-35888	JHI-Hv50k-2016-35888	1H	463366122
JHI-Hv50k-2016-358922	JHI-Hv50k-2016-358922	5H	653613401
JHI-Hv50k-2016-358925	JHI-Hv50k-2016-358925	5H	653613536
JHI-Hv50k-2016-358959	JHI-Hv50k-2016-358959	5H	653836171
JHI-Hv50k-2016-35897	JHI-Hv50k-2016-35897	1H	463482847
JHI-Hv50k-2016-358978	JHI-Hv50k-2016-358978	5H	653916269
JHI-Hv50k-2016-358981	JHI-Hv50k-2016-358981	5H	653916517
JHI-Hv50k-2016-359001	JHI-Hv50k-2016-359001	5H	653918246
JHI-Hv50k-2016-359032	JHI-Hv50k-2016-359032	5H	653921590
JHI-Hv50k-2016-359033	JHI-Hv50k-2016-359033	5H	653921739
JHI-Hv50k-2016-359083	JHI-Hv50k-2016-359083	5H	653924576
JHI-Hv50k-2016-359114	JHI-Hv50k-2016-359114	5H	653941262
JHI-Hv50k-2016-359126	JHI-Hv50k-2016-359126	5H	653941560
JHI-Hv50k-2016-359131	JHI-Hv50k-2016-359131	5H	653941928
JHI-Hv50k-2016-359167	JHI-Hv50k-2016-359167	5H	654332061
JHI-Hv50k-2016-35920	JHI-Hv50k-2016-35920	1H	463490755
JHI-Hv50k-2016-359205	JHI-Hv50k-2016-359205	5H	654446431
JHI-Hv50k-2016-359207	JHI-Hv50k-2016-359207	5H	654446556
JHI-Hv50k-2016-35921	JHI-Hv50k-2016-35921	1H	463490944
JHI-Hv50k-2016-359246	JHI-Hv50k-2016-359246	5H	654497358
JHI-Hv50k-2016-359247	JHI-Hv50k-2016-359247	5H	654497427
JHI-Hv50k-2016-359249	JHI-Hv50k-2016-359249	5H	654498049
JHI-Hv50k-2016-359251	JHI-Hv50k-2016-359251	5H	654498825
JHI-Hv50k-2016-35927	JHI-Hv50k-2016-35927	1H	463492174
JHI-Hv50k-2016-359279	JHI-Hv50k-2016-359279	5H	654509373
JHI-Hv50k-2016-359303	JHI-Hv50k-2016-359303	5H	654511726
JHI-Hv50k-2016-359307	JHI-Hv50k-2016-359307	5H	654512591
JHI-Hv50k-2016-359316	JHI-Hv50k-2016-359316	5H	654513652
JHI-Hv50k-2016-359319	JHI-Hv50k-2016-359319	5H	654513726
JHI-Hv50k-2016-359325	JHI-Hv50k-2016-359325	5H	654514624
JHI-Hv50k-2016-359326	JHI-Hv50k-2016-359326	5H	654514716
JHI-Hv50k-2016-359328	JHI-Hv50k-2016-359328	5H	654514943
JHI-Hv50k-2016-359329	JHI-Hv50k-2016-359329	5H	654515022
JHI-Hv50k-2016-359363	JHI-Hv50k-2016-359363	5H	654541805
JHI-Hv50k-2016-359365	JHI-Hv50k-2016-359365	5H	654543045
JHI-Hv50k-2016-359378	JHI-Hv50k-2016-359378	5H	654560745
JHI-Hv50k-2016-359395	JHI-Hv50k-2016-359395	5H	654684255
JHI-Hv50k-2016-359405	JHI-Hv50k-2016-359405	5H	654685221
JHI-Hv50k-2016-359412	JHI-Hv50k-2016-359412	5H	654686554
JHI-Hv50k-2016-359449	JHI-Hv50k-2016-359449	5H	654931160
JHI-Hv50k-2016-35946	JHI-Hv50k-2016-35946	1H	463660092
JHI-Hv50k-2016-359470	JHI-Hv50k-2016-359470	5H	654990009
JHI-Hv50k-2016-359473	JHI-Hv50k-2016-359473	5H	654990401
JHI-Hv50k-2016-359506	JHI-Hv50k-2016-359506	5H	654999925
JHI-Hv50k-2016-359529	JHI-Hv50k-2016-359529	5H	655009171
JHI-Hv50k-2016-359531	JHI-Hv50k-2016-359531	5H	655009880
JHI-Hv50k-2016-35954	JHI-Hv50k-2016-35954	1H	463802424
JHI-Hv50k-2016-359565	JHI-Hv50k-2016-359565	5H	655035485
JHI-Hv50k-2016-359586	JHI-Hv50k-2016-359586	5H	655073423
JHI-Hv50k-2016-359588	JHI-Hv50k-2016-359588	5H	655073720
JHI-Hv50k-2016-359613	JHI-Hv50k-2016-359613	5H	655117885
JHI-Hv50k-2016-359633	JHI-Hv50k-2016-359633	5H	655119277
JHI-Hv50k-2016-35965	JHI-Hv50k-2016-35965	1H	464239555
JHI-Hv50k-2016-359690	JHI-Hv50k-2016-359690	5H	655209971
JHI-Hv50k-2016-359696	JHI-Hv50k-2016-359696	5H	655210671
JHI-Hv50k-2016-359709	JHI-Hv50k-2016-359709	5H	655214303
JHI-Hv50k-2016-35972	JHI-Hv50k-2016-35972	1H	464420887
JHI-Hv50k-2016-359768	JHI-Hv50k-2016-359768	5H	655261604
JHI-Hv50k-2016-359823	JHI-Hv50k-2016-359823	5H	655288041
JHI-Hv50k-2016-359833	JHI-Hv50k-2016-359833	5H	655289262
JHI-Hv50k-2016-359855	JHI-Hv50k-2016-359855	5H	655332012
JHI-Hv50k-2016-359857	JHI-Hv50k-2016-359857	5H	655332306
JHI-Hv50k-2016-359867	JHI-Hv50k-2016-359867	5H	655332918
JHI-Hv50k-2016-359869	JHI-Hv50k-2016-359869	5H	655333181
JHI-Hv50k-2016-359870	JHI-Hv50k-2016-359870	5H	655333244
JHI-Hv50k-2016-359873	JHI-Hv50k-2016-359873	5H	655333715
JHI-Hv50k-2016-359874	JHI-Hv50k-2016-359874	5H	655333728
JHI-Hv50k-2016-35988	JHI-Hv50k-2016-35988	1H	464524868
JHI-Hv50k-2016-359976	JHI-Hv50k-2016-359976	5H	655768462
JHI-Hv50k-2016-360059	JHI-Hv50k-2016-360059	5H	655808328
JHI-Hv50k-2016-36007	JHI-Hv50k-2016-36007	1H	465041656
JHI-Hv50k-2016-360077	JHI-Hv50k-2016-360077	5H	655809201
JHI-Hv50k-2016-360094	JHI-Hv50k-2016-360094	5H	655884052
JHI-Hv50k-2016-360102	JHI-Hv50k-2016-360102	5H	655886376
JHI-Hv50k-2016-360105	JHI-Hv50k-2016-360105	5H	655887578
JHI-Hv50k-2016-360119	JHI-Hv50k-2016-360119	5H	655900216
JHI-Hv50k-2016-360123	JHI-Hv50k-2016-360123	5H	655900416
JHI-Hv50k-2016-360124	JHI-Hv50k-2016-360124	5H	655900547
JHI-Hv50k-2016-360161	JHI-Hv50k-2016-360161	5H	656066166
JHI-Hv50k-2016-36017	JHI-Hv50k-2016-36017	1H	465324609
JHI-Hv50k-2016-360177	JHI-Hv50k-2016-360177	5H	656066926
JHI-Hv50k-2016-360200	JHI-Hv50k-2016-360200	5H	656391162
JHI-Hv50k-2016-36022	JHI-Hv50k-2016-36022	1H	465325702
JHI-Hv50k-2016-360277	JHI-Hv50k-2016-360277	5H	656477373
JHI-Hv50k-2016-360294	JHI-Hv50k-2016-360294	5H	656479427
JHI-Hv50k-2016-360298	JHI-Hv50k-2016-360298	5H	656479545
JHI-Hv50k-2016-360299	JHI-Hv50k-2016-360299	5H	656479596
JHI-Hv50k-2016-360315	JHI-Hv50k-2016-360315	5H	656514953
JHI-Hv50k-2016-360316	JHI-Hv50k-2016-360316	5H	656515007
JHI-Hv50k-2016-360319	JHI-Hv50k-2016-360319	5H	656515180
JHI-Hv50k-2016-36037	JHI-Hv50k-2016-36037	1H	465507791
JHI-Hv50k-2016-360433	JHI-Hv50k-2016-360433	5H	656521911
JHI-Hv50k-2016-360436	JHI-Hv50k-2016-360436	5H	656522122
JHI-Hv50k-2016-360443	JHI-Hv50k-2016-360443	5H	656522734
JHI-Hv50k-2016-360486	JHI-Hv50k-2016-360486	5H	656615165
JHI-Hv50k-2016-36049	JHI-Hv50k-2016-36049	1H	465555274
JHI-Hv50k-2016-360497	JHI-Hv50k-2016-360497	5H	656632082
JHI-Hv50k-2016-360507	JHI-Hv50k-2016-360507	5H	656633554
JHI-Hv50k-2016-36052	JHI-Hv50k-2016-36052	1H	465557087
JHI-Hv50k-2016-360559	JHI-Hv50k-2016-360559	5H	656640170
JHI-Hv50k-2016-36057	JHI-Hv50k-2016-36057	1H	465597909
JHI-Hv50k-2016-360582	JHI-Hv50k-2016-360582	5H	656641400
JHI-Hv50k-2016-360588	JHI-Hv50k-2016-360588	5H	656641916
JHI-Hv50k-2016-36062	JHI-Hv50k-2016-36062	1H	465599470
JHI-Hv50k-2016-360644	JHI-Hv50k-2016-360644	5H	656654000
JHI-Hv50k-2016-360660	JHI-Hv50k-2016-360660	5H	656664413
JHI-Hv50k-2016-360662	JHI-Hv50k-2016-360662	5H	656664731
JHI-Hv50k-2016-360689	JHI-Hv50k-2016-360689	5H	656666373
JHI-Hv50k-2016-360716	JHI-Hv50k-2016-360716	5H	656677823
JHI-Hv50k-2016-36072	JHI-Hv50k-2016-36072	1H	465601932
JHI-Hv50k-2016-360742	JHI-Hv50k-2016-360742	5H	656695495
JHI-Hv50k-2016-360744	JHI-Hv50k-2016-360744	5H	656695585
JHI-Hv50k-2016-360936	JHI-Hv50k-2016-360936	5H	656836232
JHI-Hv50k-2016-360937	JHI-Hv50k-2016-360937	5H	656836356
JHI-Hv50k-2016-360938	JHI-Hv50k-2016-360938	5H	656836363
JHI-Hv50k-2016-360939	JHI-Hv50k-2016-360939	5H	656836442
JHI-Hv50k-2016-360940	JHI-Hv50k-2016-360940	5H	656836454
JHI-Hv50k-2016-360941	JHI-Hv50k-2016-360941	5H	656836509
JHI-Hv50k-2016-360944	JHI-Hv50k-2016-360944	5H	656836671
JHI-Hv50k-2016-360992	JHI-Hv50k-2016-360992	5H	656987528
JHI-Hv50k-2016-360993	JHI-Hv50k-2016-360993	5H	656987624
JHI-Hv50k-2016-360994	JHI-Hv50k-2016-360994	5H	656988064
JHI-Hv50k-2016-360997	JHI-Hv50k-2016-360997	5H	656988868
